1	85.976	91	5533
1	80.791	98	76773
1	80.791	98	76773
1	80.791	98	6893
1	80.791	98	6220
1	80.791	98	6220
1	80.791	98	6220
1	80.791	98	30262
1	80.682	97	156309
1	80.925	96	30262
1	80.226	98	386820
1	80.226	98	7458
1	80.226	98	6220
1	80.114	97	-9297
1	80.114	97	1930602
1	80.473	93	6893
3	100.000	100	1592914
3	100.000	90	1592914
3	100.000	90	1592914
3	99.367	90	1592914
3	99.367	90	1592914
3	86.047	98	1278998
3	86.047	98	116144
3	86.047	98	116144
3	86.047	98	116144
3	86.047	98	116144
3	85.465	98	43808
3	85.465	98	116144
3	85.629	95	7149
3	84.971	99	43823
3	84.571	100	7149
3	84.571	100	33398
3	84.571	100	33398
3	84.884	98	116144
3	84.571	99	7149
3	84.393	99	7149
3	84.483	99	30073
3	84.393	99	29035
3	84.483	99	248227
3	84.302	98	397163
3	84.000	100	33398
3	84.302	98	288802
3	85.276	93	248186
3	85.276	93	243065
3	85.276	93	197147
3	85.276	93	197147
3	84.302	98	116144
3	84.302	98	1127303
3	83.908	99	879780
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	83.815	99	7149
3	84.431	95	66535
3	84.431	95	66535
3	84.431	95	66535
3	84.431	95	66535
3	84.431	95	66535
3	84.431	95	66535
3	84.431	95	66535
3	83.815	99	41819
3	83.815	99	41819
3	83.815	99	315559
3	83.908	99	30073
3	83.908	99	30073
3	83.908	99	30073
3	83.815	99	260259
3	83.908	99	248227
3	83.908	99	248227
3	83.908	99	248227
3	83.721	98	-6655
3	83.721	98	-6410
3	83.721	98	-31551
3	83.721	98	7149
3	83.721	98	7149
3	83.721	98	7149
3	83.721	98	7149
3	83.721	98	7149
3	83.721	98	684726
3	83.721	98	41819
3	83.721	98	41819
3	83.721	98	41819
3	83.429	100	33398
3	83.721	98	240904
3	83.721	98	179785
3	83.721	98	127399
3	83.721	98	127399
3	83.721	98	127399
3	83.333	99	879780
3	83.333	99	879780
3	83.333	99	879780
3	83.333	99	879780
3	83.333	99	7149
3	83.333	99	41819
3	83.626	98	260259
3	83.333	99	260259
3	83.333	99	260259
3	83.237	99	879780
3	83.529	97	7149
3	83.237	99	7149
3	83.237	99	41819
3	83.237	99	41819
3	83.237	99	41819
3	83.237	99	41819
3	83.237	99	41819
3	83.237	99	41819
3	83.237	99	41819
3	83.333	99	30073
3	83.333	99	30073
3	83.333	99	30073
3	83.333	99	30073
3	83.333	99	30073
3	83.333	99	30073
3	83.237	99	260259
3	83.333	99	248227
3	83.333	99	248227
3	83.333	99	248227
3	83.333	99	248227
3	83.333	99	248227
3	83.333	99	248227
3	83.237	99	189958
3	83.237	99	1279001
3	83.237	99	127399
3	83.333	99	1227152
3	83.333	99	1227152
3	83.140	98	-7182
3	83.140	98	7149
3	83.237	98	7149
3	83.140	98	43808
3	83.140	98	41819
3	83.140	98	41819
3	83.140	98	36164
3	83.140	98	33398
3	83.140	98	33398
3	83.237	98	33398
3	83.140	98	29035
3	83.140	98	2217632
3	83.140	98	219432
3	83.140	98	219432
3	83.140	98	1890905
3	83.140	98	1855710
3	83.237	98	1710446
3	83.237	98	1710446
3	83.237	98	1710446
3	83.432	97	127399
3	83.140	98	127399
3	82.759	99	7149
3	82.759	99	7149
3	82.759	99	41819
3	82.759	99	29035
3	82.759	99	29035
3	82.759	99	2882382
3	82.759	99	260259
3	82.759	99	260259
3	82.759	99	260259
3	82.941	97	2900360
3	82.659	98	1206219
3	82.759	99	7149
3	82.659	98	7149
3	82.659	98	7149
3	82.659	98	7149
3	82.759	99	7149
3	82.659	99	7149
3	82.558	98	36164
