"","Step","user","system","elapsed"
"user.self","Merge_uncompress_R",0.040000000000191,0.0680000000000049,0.951999999997497
"user.self1","Merge_compress_R",0.980000000000018,0.107999999999997,1.97000000000116
"user.self2","Merge_uncompress_pigz",0.0519999999999072,0.0559999999999974,1.01199999999881
"user.self3","Merge_compress_pigz",0.05600000000004,0.0800000000000054,1.17399999999907
