"","Step","user","system","elapsed"
"user.self","RandomSeq_uncompress_vsearch_R",0.00399999999990541,0.0480000000000018,0.222999999998137
"user.self1","RandomSeq_uncompress_NOvsearch_R",2.56799999999998,0.0679999999999978,2.65300000000207
